sno,re_1,re_2,re_3,re_4,re_5,re_6,re_7,re_8,ar_re_1,ar_re_2,ar_re_3,ar_re_4,ar_re_5,ar_re_6,ar_re_7,ar_re_8,rea,le_1,le_2,le_3,le_4,le_5,le_6,le_7,le_8,ar_le_1,ar_le_2,ar_le_3,ar_le_4,ar_le_5,ar_le_6,ar_le_7,ar_le_8,lea,x,y
212,0.28125,0.27422,0.25172,0.18059,0.23469,0.37695,0.33148,0.28262,16:14:20,91:51:16,125:141:12,77:292:17,27:317:51,16:250:131,31:107:83,28:23:23,11.124108975782226,0.28125,0.44742,0.47988,0.23984,0.26164,0.3243,0.30906,0.28125,0:22:0,14:71:21,38:165:106,19:324:73,18:348:54,66:267:68,145:110:79,20:17:22,9.211026540816688,10,8
213,0.27961,0.26871,0.26176,0.17805,0.22484,0.38902,0.34406,0.28566,17:19:28,100:58:14,134:149:12,77:315:18,27:331:51,16:265:131,41:112:83,30:23:23,11.433681265426657,0.28125,0.44691,0.44113,0.23883,0.28477,0.33629,0.33898,0.28125,0:22:0,16:71:21,56:179:102,28:351:56,27:358:37,85:281:57,163:116:65,27:22:28,8.909000011941657,10,8
214,0.28125,0.26523,0.26242,0.18062,0.21465,0.3643,0.33883,0.28125,14:14:23,91:51:16,127:135:12,89:290:17,27:311:59,16:242:136,31:101:91,28:20:25,11.496563017585768,0.30906,0.4491,0.45004,0.23789,0.25859,0.315,0.28148,0.28125,0:26:0,9:74:19,42:173:107,19:324:73,27:329:51,85:258:71,146:99:74,25:22:23,8.909000011941657,10,8
215,0.28125,0.26914,0.25906,0.18281,0.21227,0.36555,0.3043,0.28125,17:16:24,92:52:15,122:132:12,72:296:18,17:299:51,17:246:126,26:90:81,25:16:21,11.742578465039564,0.28125,0.47551,0.44887,0.24051,0.26266,0.30367,0.29719,0.28125,0:22:0,9:71:13,42:173:89,19:325:55,27:325:37,73:257:57,142:110:65,27:22:28,8.56088957116463,10,8
216,0.27262,0.2402,0.24746,0.18051,0.24262,0.40645,0.39043,0.28125,17:19:27,93:55:15,133:139:12,72:310:18,17:306:60,17:246:137,21:96:81,25:18:21,11.80706342159852,0.29898,0.44578,0.4718,0.23863,0.25578,0.31578,0.31336,0.28125,0:26:0,9:69:12,42:173:104,19:325:73,27:325:55,74:259:79,143:104:74,25:22:23,8.909000011941657,10,8
217,0.28125,0.26527,0.25258,0.1882,0.23121,0.40445,0.37008,0.28125,15:16:23,85:53:16,126:141:12,72:302:17,18:321:53,16:250:131,31:101:91,28:20:25,11.742578465039564,0.30285,0.44195,0.45715,0.23223,0.26164,0.3266,0.33785,0.28125,0:30:0,9:77:12,42:185:90,19:342:55,27:357:36,85:274:53,155:116:65,27:22:22,8.30346273136305,10,8
218,0.28125,0.27102,0.25508,0.18203,0.25363,0.35855,0.33504,0.28633,15:16:23,83:53:16,134:141:12,72:302:17,18:315:59,16:242:136,31:101:91,28:20:25,11.742578465039564,0.28125,0.45066,0.46445,0.2434,0.25363,0.30137,0.32148,0.28125,0:22:0,14:71:21,38:165:106,19:324:73,18:348:54,66:273:57,151:113:65,19:18:25,8.25943797987884,10,8
219,0.28125,0.27793,0.25473,0.17289,0.25359,0.37867,0.34375,0.28125,16:16:24,95:48:15,145:129:12,90:296:18,32:299:51,18:247:126,29:99:81,28:18:21,11.742578465039564,0.29078,0.46027,0.45914,0.25402,0.25598,0.29109,0.29402,0.28125,0:25:0,14:76:20,43:164:102,28:326:64,27:339:54,85:257:57,157:110:60,20:17:22,8.25943797987884,10,8
220,0.28125,0.27977,0.2475,0.16844,0.23953,0.36875,0.32734,0.28125,16:14:20,89:47:14,133:132:12,90:296:18,25:302:59,17:251:131,29:94:85,28:16:20,11.371474641022008,0.31039,0.44227,0.45727,0.23879,0.26699,0.3023,0.31098,0.28125,0:26:0,4:74:12,42:173:104,19:324:73,27:339:54,85:257:57,146:108:71,20:17:23,8.81522102322318,10,8
221,0.28125,0.26309,0.24934,0.18242,0.21234,0.35609,0.31273,0.28125,16:16:24,94:54:12,131:149:11,80:300:18,25:308:51,17:260:131,28:101:91,28:20:25,11.742578465039564,0.32449,0.46035,0.45594,0.24207,0.24875,0.30836,0.31414,0.28125,0:30:0,14:79:21,42:185:91,19:342:55,27:341:37,85:266:61,156:110:60,20:17:22,8.861864406397533,10,8
222,0.28125,0.2657,0.23957,0.16848,0.24418,0.38828,0.35551,0.28125,17:16:24,84:48:15,139:141:12,83:287:18,27:314:59,16:244:131,31:99:85,25:16:22,11.433681265426657,0.29719,0.42457,0.45656,0.24633,0.24301,0.30449,0.32051,0.28125,0:26:0,4:74:12,42:173:104,19:324:73,18:348:54,79:279:57,155:110:66,23:20:27,8.909000011941657,10,8
223,0.28125,0.27414,0.24461,0.18234,0.2323,0.38441,0.36203,0.28125,20:21:23,95:55:15,146:139:12,90:310:18,34:315:59,17:244:136,37:106:87,27:20:23,11.742578465039564,0.30312,0.45027,0.45504,0.2452,0.25191,0.30637,0.33352,0.28598,0:30:0,20:83:25,42:179:113,19:362:77,27:346:51,83:290:61,146:121:65,20:19:25,8.56088957116463,10,8
224,0.28125,0.27121,0.25098,0.17512,0.22152,0.35578,0.29398,0.28125,16:14:20,87:51:16,129:135:12,89:301:18,27:320:51,16:253:126,41:98:86,27:16:21,11.063500533343325,0.31309,0.44527,0.44352,0.24168,0.25324,0.30246,0.29555,0.28125,0:26:0,9:74:19,42:173:107,19:324:73,18:348:54,66:267:68,143:104:74,25:22:23,9.114175054791202,10,8
225,0.28125,0.26812,0.25824,0.18652,0.23629,0.36488,0.33797,0.28125,16:16:23,89:53:16,122:141:12,77:292:17,27:311:60,16:242:135,28:101:91,25:20:28,11.742578465039564,0.28125,0.46816,0.45809,0.24312,0.26422,0.3059,0.30887,0.28125,0:22:0,9:71:11,38:165:104,19:324:74,18:348:54,69:282:68,143:110:80,28:22:29,8.56088957116463,10,8
226,0.28125,0.27082,0.2407,0.18605,0.23219,0.3716,0.33547,0.28008,17:16:24,84:48:15,139:141:12,83:276:17,34:308:51,17:244:121,37:106:87,28:20:23,11.063500533343325,0.30348,0.44906,0.45246,0.23672,0.26371,0.32777,0.31258,0.28125,0:26:0,9:69:13,42:173:104,19:325:72,27:340:54,73:273:59,142:116:75,27:22:29,9.162347045721747,10,8
227,0.28125,0.25793,0.24293,0.17082,0.23637,0.3859,0.34754,0.28125,16:16:18,96:58:9,133:134:11,90:270:17,25:290:51,16:242:121,28:101:87,25:20:23,11.433681265426657,0.30527,0.43836,0.46656,0.2448,0.25555,0.32332,0.32539,0.28125,0:26:0,10:74:17,47:166:93,28:310:64,27:314:51,85:250:61,146:99:60,27:22:22,8.909000011941657,10,8
228,0.28125,0.28875,0.23973,0.17852,0.24449,0.35469,0.28746,0.28125,17:16:24,93:48:15,133:129:12,77:283:18,25:292:51,17:246:126,26:90:81,25:16:21,11.003540851749541,0.28125,0.44992,0.45934,0.2327,0.25055,0.29402,0.31352,0.28125,0:22:0,9:71:13,47:166:90,28:317:54,27:325:37,73:259:61,142:104:60,28:22:22,9.114175054791202,10,8
229,0.27441,0.26797,0.24242,0.17934,0.22945,0.36594,0.30164,0.28125,15:16:27,100:52:15,133:132:12,90:296:18,32:292:59,18:237:131,29:94:85,25:16:22,11.063500533343325,0.29508,0.455,0.44078,0.22602,0.25637,0.28641,0.29594,0.28125,0:26:0,14:71:19,47:166:106,28:309:82,27:324:72,82:236:74,146:102:79,20:17:22,9.114175054791202,10,8
230,0.28125,0.26562,0.24832,0.1798,0.20809,0.3575,0.31043,0.28125,13:14:20,83:56:16,134:135:12,90:290:17,25:302:59,17:251:136,29:94:90,25:16:21,11.371474641022008,0.28125,0.45816,0.42465,0.22941,0.25406,0.28188,0.28406,0.28125,0:24:0,9:68:11,42:161:118,19:308:91,18:332:72,65:264:74,135:110:78,20:17:22,8.81522102322318,10,8
231,0.28125,0.2709,0.25484,0.17613,0.22188,0.35676,0.31508,0.28125,16:14:20,91:51:16,127:135:12,89:290:17,27:323:64,16:235:128,31:101:91,28:20:25,11.80706342159852,0.28125,0.46137,0.43906,0.2377,0.26199,0.31457,0.31547,0.28125,0:22:0,14:71:21,42:173:106,19:325:73,27:340:54,82:251:57,157:105:71,19:16:23,8.606473519788914,10,8
232,0.28125,0.26785,0.27102,0.18492,0.21172,0.36562,0.30258,0.28125,16:14:20,87:51:16,128:135:12,90:301:18,27:314:59,17:251:136,28:101:91,25:20:28,11.678784328060386,0.30289,0.45512,0.46059,0.23992,0.25008,0.31309,0.29148,0.28125,0:26:0,15:71:21,56:173:91,28:326:63,27:340:54,85:266:61,154:104:60,25:22:22,8.861864406397533,10,8
233,0.28125,0.28066,0.25645,0.18285,0.22363,0.35641,0.31891,0.28125,15:16:23,85:53:16,125:141:12,77:292:17,27:311:59,16:242:136,28:101:91,28:20:25,11.433681265426657,0.3059,0.44395,0.46562,0.24492,0.25773,0.32781,0.29656,0.28125,0:26:0,9:66:21,42:173:106,19:324:73,27:339:54,85:257:57,146:108:76,20:17:22,9.162347045721747,10,8
234,0.28125,0.26316,0.25453,0.18809,0.22031,0.36812,0.28426,0.2793,16:14:20,87:51:16,129:135:12,89:301:18,27:314:60,16:235:128,31:101:87,25:20:23,11.371474641022008,0.28695,0.43121,0.43875,0.23133,0.24598,0.30383,0.30547,0.28125,0:26:0,9:74:17,42:165:101,19:327:86,18:322:68,66:266:79,142:98:74,28:22:29,8.81522102322318,10,8
235,0.28125,0.26078,0.25555,0.17422,0.21191,0.37113,0.30652,0.28125,16:14:20,82:51:16,134:135:12,90:283:25,25:292:68,17:246:143,21:96:79,25:18:21,11.433681265426657,0.30617,0.4534,0.42559,0.22848,0.26207,0.30086,0.31438,0.28125,0:26:0,4:74:12,42:173:104,19:324:73,27:315:52,74:259:79,145:110:74,20:17:23,8.861864406397533,10,8
236,0.28125,0.26859,0.24793,0.19055,0.21621,0.37473,0.3077,0.28125,16:14:20,87:51:16,129:135:12,89:290:17,34:308:51,17:238:131,37:101:83,28:20:23,11.371474641022008,0.30582,0.45539,0.43801,0.23934,0.2591,0.31758,0.34852,0.28125,0:28:0,14:76:18,43:164:103,28:326:64,27:339:54,85:257:57,157:110:65,19:18:20,8.861864406397533,10,8
237,0.28125,0.26953,0.2509,0.17512,0.22566,0.35277,0.37062,0.28125,16:14:20,91:51:16,127:135:12,89:290:17,25:302:59,17:251:136,29:94:91,34:19:25,11.433681265426657,0.28125,0.45273,0.4475,0.23324,0.26293,0.3073,0.30871,0.28125,0:22:0,9:71:12,38:165:103,19:324:74,18:333:55,66:257:74,152:110:80,28:22:29,8.861864406397533,10,8
238,0.28125,0.27977,0.26387,0.19082,0.21621,0.35809,0.32484,0.28125,17:16:24,99:52:15,119:132:12,72:296:18,17:299:51,16:240:126,28:95:81,25:16:21,11.742578465039564,0.28965,0.4423,0.44746,0.23227,0.25383,0.30699,0.30219,0.28125,0:26:0,9:74:17,42:165:87,19:327:67,18:322:51,66:266:61,143:104:60,27:22:22,8.56088957116463,10,8
239,0.28125,0.26992,0.24078,0.1884,0.24023,0.38793,0.31875,0.28125,16:16:24,95:48:15,135:125:12,90:290:17,32:299:51,18:247:131,28:101:91,28:20:25,11.124108975782226,0.28125,0.44523,0.43504,0.23031,0.25414,0.30551,0.34672,0.28125,0:22:0,14:66:27,47:158:102,28:317:72,27:340:54,83:264:57,147:110:65,19:18:20,8.861864406397533,10,8
240,0.28125,0.26914,0.24695,0.17359,0.2332,0.37227,0.30785,0.27734,17:14:20,84:51:16,129:135:12,89:290:17,27:317:51,16:250:131,31:101:91,28:20:25,11.371474641022008,0.28125,0.46465,0.4516,0.24734,0.26844,0.29738,0.29938,0.28125,0:22:0,15:75:19,47:178:91,27:325:56,27:341:37,85:257:57,157:110:60,20:17:22,8.861864406397533,10,8
241,0.28125,0.26336,0.24805,0.1791,0.24348,0.39637,0.36766,0.28125,15:16:24,95:48:15,145:129:12,97:283:18,41:285:59,17:231:131,31:99:84,25:16:21,11.80706342159852,0.30379,0.44418,0.43727,0.24723,0.2593,0.3018,0.31848,0.28125,0:26:0,9:69:13,42:173:104,19:325:72,27:340:54,85:266:61,153:98:60,28:22:28,8.606473519788914,10,8
242,0.28125,0.26434,0.25312,0.18906,0.22594,0.38328,0.32977,0.28125,16:14:20,91:51:16,127:135:12,89:301:18,27:320:51,16:253:126,31:104:81,28:18:21,11.742578465039564,0.30215,0.45289,0.43723,0.2318,0.27371,0.32332,0.33195,0.28125,0:26:0,9:69:12,42:173:103,19:325:73,18:349:54,66:281:59,143:121:64,25:25:27,8.56088957116463,10,8
243,0.28125,0.27223,0.27059,0.19195,0.21809,0.35633,0.28949,0.28125,13:14:20,90:52:15,133:132:12,90:296:18,25:308:51,17:260:126,29:99:81,28:18:21,11.742578465039564,0.29973,0.44543,0.41379,0.22914,0.26762,0.30168,0.3252,0.28125,0:30:0,4:74:7,47:172:95,28:326:64,27:340:54,85:264:57,155:110:65,28:22:28,8.56088957116463,10,8
244,0.28125,0.2723,0.26367,0.18102,0.22863,0.37582,0.32316,0.28125,16:14:20,91:51:16,125:141:12,77:292:17,27:327:53,16:253:126,31:104:81,28:18:21,11.985414119079715,0.30051,0.43297,0.42223,0.24242,0.26566,0.31293,0.33605,0.28625,0:30:0,9:77:12,42:185:89,19:342:55,27:357:36,85:283:44,154:115:51,25:25:24,8.215874415103121,10,8
245,0.28125,0.28055,0.26684,0.18656,0.23605,0.35977,0.30148,0.28125,16:19:22,95:55:8,133:140:11,76:291:17,27:314:43,16:240:126,28:95:81,25:16:21,11.678784328060386,0.28531,0.42566,0.4191,0.22828,0.26316,0.32113,0.34406,0.28125,0:26:0,9:69:12,42:173:89,19:325:55,27:340:36,85:264:41,155:110:51,23:20:26,8.51578240435008,10,8
246,0.28125,0.26953,0.24047,0.17984,0.22727,0.35156,0.27895,0.27891,16:14:20,96:51:16,133:123:12,83:261:17,27:293:59,16:227:136,20:97:91,25:20:25,11.742578465039564,0.28125,0.42879,0.43004,0.2318,0.2509,0.30066,0.28715,0.28125,0:22:0,14:66:19,42:161:107,19:308:73,27:308:55,70:227:74,134:102:79,20:17:22,8.861864406397533,10,8
247,0.28125,0.26484,0.26984,0.18176,0.22375,0.37598,0.33941,0.28125,16:14:20,101:55:16,133:132:12,90:296:18,25:308:51,17:260:131,28:101:91,28:20:25,11.742578465039564,0.29934,0.43508,0.44336,0.2382,0.28895,0.32871,0.30148,0.28125,0:30:0,12:77:19,34:178:106,19:325:74,18:349:54,66:274:68,142:110:80,28:22:29,8.56088957116463,10,8
248,0.27672,0.25867,0.24848,0.18086,0.21625,0.38449,0.35652,0.28125,17:19:22,98:55:8,141:140:11,95:283:18,40:292:51,18:247:131,29:94:91,34:19:25,11.985414119079715,0.29328,0.41133,0.4368,0.24188,0.25887,0.31285,0.31859,0.28125,0:26:0,12:69:21,34:172:118,19:317:81,18:332:72,66:266:79,143:104:74,27:22:23,8.215874415103121,10,8
249,0.28125,0.26594,0.27254,0.19371,0.2182,0.37242,0.32676,0.28125,16:14:20,91:51:16,137:141:12,83:287:18,27:320:51,16:253:126,31:99:85,28:16:20,12.050784883409548,0.29344,0.41539,0.43434,0.23715,0.27641,0.33418,0.32324,0.28125,0:26:0,14:79:17,38:165:108,19:324:73,27:329:51,85:266:61,146:108:71,20:17:23,8.25943797987884,10,8
250,0.28125,0.27555,0.26758,0.19902,0.21418,0.36988,0.29008,0.28125,17:16:24,84:48:15,139:141:12,83:287:18,27:320:51,17:260:131,29:94:91,34:19:25,11.985414119079715,0.29539,0.41254,0.42809,0.24555,0.26375,0.29559,0.30316,0.28125,0:26:0,9:74:19,42:170:96,20:354:67,27:340:54,85:264:57,153:110:65,28:22:28,8.51578240435008,10,8
251,0.28125,0.27184,0.26949,0.19367,0.22523,0.3707,0.30875,0.28078,13:16:18,84:63:9,134:146:11,93:290:17,27:327:53,16:253:126,31:99:85,28:16:20,12.050784883409548,0.3034,0.43762,0.43703,0.23664,0.25102,0.29098,0.31387,0.28125,0:30:0,9:88:11,47:178:90,28:326:64,27:340:54,85:264:57,153:110:65,28:22:28,8.25943797987884,10,8
252,0.27883,0.2648,0.26188,0.17086,0.21855,0.34039,0.27988,0.28125,15:16:22,100:52:8,133:134:11,94:269:18,41:277:51,17:217:123,28:97:83,25:20:23,11.742578465039564,0.30047,0.43766,0.41027,0.23133,0.24148,0.28645,0.29766,0.28125,0:26:0,14:70:25,42:154:103,19:309:86,27:297:68,70:227:74,145:99:78,19:16:22,8.861864406397533,10,8
253,0.28125,0.26668,0.26047,0.20488,0.22336,0.35438,0.32922,0.28125,16:14:20,91:51:16,125:141:12,77:303:18,27:314:59,17:251:136,29:94:90,25:16:21,12.116861929122601,0.28125,0.43965,0.45121,0.24996,0.25926,0.31344,0.3377,0.28125,0:22:0,9:71:13,42:173:103,19:325:73,27:340:54,85:266:61,157:110:65,19:18:25,8.606473519788914,10,8
254,0.28125,0.26816,0.26355,0.20004,0.22207,0.36109,0.32762,0.28125,16:14:20,87:51:16,129:135:12,89:301:18,34:303:59,17:231:131,31:99:85,28:16:20,11.678784328060386,0.28125,0.46441,0.46672,0.2441,0.25609,0.30301,0.30957,0.28125,0:25:0,9:71:12,42:167:114,19:327:86,18:322:68,66:266:79,143:104:74,25:22:23,8.51578240435008,10,8
255,0.27391,0.25527,0.26785,0.18078,0.23188,0.36867,0.32207,0.28125,14:16:27,101:52:15,133:139:12,80:300:18,25:302:59,17:251:136,28:101:87,25:20:23,11.742578465039564,0.28125,0.46051,0.4618,0.24406,0.25688,0.30293,0.33336,0.28125,0:22:0,14:71:19,47:172:103,28:326:64,27:340:54,83:264:57,155:110:65,28:22:28,8.56088957116463,10,8
256,0.28125,0.27473,0.2577,0.19449,0.26449,0.39238,0.38555,0.28125,15:16:18,83:49:8,133:140:11,72:308:17,17:306:43,17:251:118,26:94:84,25:16:21,11.433681265426657,0.28125,0.46004,0.47316,0.24219,0.26105,0.32625,0.32488,0.28125,0:22:0,9:71:12,38:165:90,19:324:55,27:329:34,85:266:44,157:110:51,19:18:24,8.56088957116463,10,8
257,0.28125,0.27918,0.24426,0.17961,0.25367,0.36754,0.33844,0.28125,16:14:20,91:51:16,127:135:12,89:290:17,27:327:53,16:243:123,31:107:83,28:23:23,11.678784328060386,0.28125,0.46266,0.45188,0.2459,0.26926,0.32082,0.35,0.28125,0:22:0,14:71:21,42:179:102,19:334:64,27:340:54,83:264:57,147:110:65,20:17:22,8.215874415103121,10,8
258,0.28125,0.27711,0.26895,0.19316,0.23074,0.39062,0.33043,0.28125,16:14:20,91:51:16,137:141:12,95:303:18,43:314:59,17:246:131,37:103:84,27:16:21,11.678784328060386,0.28125,0.44383,0.45188,0.24676,0.26461,0.31781,0.32164,0.28125,0:22:0,9:71:13,42:173:117,19:325:91,18:349:72,66:281:76,143:116:86,25:22:29,8.51578240435008,10,8
259,0.28125,0.27781,0.24918,0.18371,0.25613,0.36582,0.29641,0.28125,16:14:20,89:51:16,133:135:12,95:277:17,40:292:51,18:247:126,29:94:85,28:16:20,11.371474641022008,0.29809,0.40703,0.45828,0.23797,0.25223,0.29734,0.31352,0.28125,0:26:0,4:70:12,42:159:106,19:327:86,18:322:68,65:266:79,144:104:75,22:20:25,8.51578240435008,10,8
260,0.28125,0.28102,0.26895,0.18711,0.23812,0.36043,0.31031,0.28359,16:14:20,91:51:16,137:141:12,90:276:18,43:296:59,17:222:128,28:101:91,28:20:25,11.985414119079715,0.28125,0.43473,0.42953,0.24777,0.25438,0.30629,0.29672,0.28125,0:21:0,9:72:17,42:159:110,19:317:81,27:324:72,73:259:79,142:98:73,28:22:29,8.51578240435008,10,8
261,0.28125,0.25945,0.24875,0.18035,0.23031,0.36895,0.31895,0.28125,16:16:23,86:53:16,134:146:12,73:293:18,27:314:59,17:251:136,26:94:86,25:16:17,11.985414119079715,0.2993,0.42547,0.46223,0.2343,0.26801,0.31324,0.30352,0.28125,0:26:0,9:74:19,47:166:107,28:317:73,27:339:54,85:257:57,157:110:65,19:18:20,8.56088957116463,10,8
262,0.28125,0.255,0.25004,0.18285,0.22121,0.36082,0.31074,0.28125,16:19:22,86:50:8,146:147:11,90:296:18,32:299:51,18:247:131,37:101:83,28:20:23,12.050784883409548,0.28125,0.43141,0.44371,0.24141,0.26496,0.30527,0.30516,0.28125,0:24:0,14:71:19,42:173:107,19:325:73,27:340:54,85:264:59,155:110:64,22:20:27,8.25943797987884,10,8
263,0.28125,0.27328,0.24613,0.1775,0.21531,0.35512,0.28289,0.27633,17:16:23,99:52:15,119:141:13,77:277:17,25:292:51,17:246:131,21:91:91,30:19:25,12.291348762866619,0.28711,0.41949,0.45289,0.23941,0.26441,0.29668,0.30227,0.28125,0:26:0,14:74:25,42:173:94,19:324:56,27:325:37,85:242:57,157:99:65,19:16:22,8.215874415103121,10,8
264,0.28078,0.25074,0.23461,0.18262,0.22582,0.36688,0.3168,0.28125,14:16:22,91:48:8,137:143:11,83:271:18,27:303:51,16:230:123,20:97:91,25:20:25,12.116861929122601,0.28367,0.4284,0.42312,0.24117,0.25816,0.3048,0.32598,0.28125,0:26:0,9:69:13,42:173:89,19:325:55,27:340:36,85:264:41,155:110:51,27:22:26,8.30346273136305,10,8
265,0.28125,0.26832,0.25809,0.16855,0.22285,0.38895,0.31117,0.28125,16:14:20,90:48:16,144:137:12,90:271:27,43:287:68,17:227:137,28:92:78,25:20:23,12.050784883409548,0.28785,0.42875,0.46164,0.24738,0.24965,0.31398,0.31348,0.28125,0:26:0,8:74:19,34:166:122,20:317:91,27:324:72,73:257:76,135:110:74,19:18:20,8.56088957116463,10,8
266,0.28125,0.26945,0.25973,0.19742,0.22039,0.36754,0.34477,0.28125,16:16:18,86:53:9,126:144:11,77:302:17,27:314:43,17:251:122,26:94:87,31:20:23,12.291348762866619,0.28125,0.42523,0.44172,0.23648,0.26168,0.32316,0.33492,0.28125,0:22:0,12:71:21,34:172:102,19:325:56,27:340:36,85:266:44,157:110:51,19:18:24,8.215874415103121,10,8
267,0.28125,0.26734,0.25309,0.17902,0.20246,0.3509,0.28016,0.28125,17:16:24,100:52:15,133:141:13,90:290:17,27:311:60,16:242:135,31:101:91,28:20:25,11.920738539922306,0.29809,0.45539,0.45062,0.24375,0.26562,0.31328,0.29363,0.28125,0:26:0,14:74:27,42:165:102,19:335:77,27:339:54,85:257:57,157:105:76,19:16:22,8.51578240435008,10,8
268,0.28125,0.28391,0.25098,0.18469,0.20465,0.35211,0.2884,0.28125,17:16:23,100:56:17,133:135:12,90:301:18,27:314:59,16:244:131,31:99:85,25:16:22,11.856747277395247,0.29117,0.43086,0.43879,0.24391,0.25117,0.29191,0.3077,0.28125,0:26:0,9:74:17,42:173:108,19:317:82,28:333:72,74:259:79,143:98:74,27:22:29,8.426969021480678,10,8
269,0.28125,0.26898,0.24938,0.1818,0.22391,0.36402,0.32449,0.28125,16:14:20,91:51:16,126:141:12,77:303:18,27:320:51,17:260:126,29:94:85,28:16:20,11.985414119079715,0.29973,0.42406,0.43789,0.24492,0.25914,0.31914,0.32531,0.28125,0:30:0,9:88:11,42:185:90,19:342:55,27:357:36,85:281:42,163:122:50,22:20:24,8.51578240435008,10,8
270,0.28125,0.27402,0.26586,0.19898,0.21223,0.38176,0.34176,0.28125,17:16:24,90:48:15,134:146:12,80:300:18,25:308:51,17:260:131,28:101:91,28:20:25,12.291348762866619,0.29508,0.43711,0.43812,0.23906,0.26914,0.3184,0.33812,0.28125,0:26:0,9:69:13,42:179:100,19:353:59,28:367:36,85:281:41,154:121:51,27:25:26,8.215874415103121,10,8
271,0.28125,0.25059,0.24973,0.18078,0.22309,0.37555,0.36301,0.28125,17:16:24,98:48:15,141:129:12,95:283:18,40:285:59,18:237:131,26:94:84,25:16:21,11.920738539922306,0.29328,0.43012,0.43352,0.22891,0.27281,0.30125,0.33801,0.28125,0:26:0,8:71:12,34:172:114,19:317:82,27:324:72,85:248:76,145:104:79,28:22:29,8.47114463301479,10,8
272,0.28125,0.27531,0.25211,0.19215,0.23211,0.375,0.33504,0.28125,17:16:24,92:52:15,134:132:12,90:296:18,25:302:59,17:251:136,26:94:91,31:20:28,11.61567012446617,0.3041,0.43355,0.44469,0.2332,0.26043,0.3168,0.32297,0.28125,0:26:0,15:74:27,42:165:102,19:325:72,27:340:54,85:266:61,155:104:65,22:20:25,8.172764877554496,10,8
273,0.28125,0.27102,0.24684,0.19141,0.22234,0.35508,0.33203,0.28125,15:16:23,85:53:16,126:141:12,77:303:18,27:314:60,16:240:137,28:95:81,25:16:21,11.678784328060386,0.30441,0.44316,0.42961,0.23941,0.27758,0.31875,0.31129,0.28125,0:30:0,8:77:12,34:178:103,19:325:74,18:349:54,66:283:61,143:110:71,25:22:23,8.51578240435008,10,8
274,0.28125,0.25996,0.2407,0.18371,0.21316,0.36402,0.34633,0.28125,16:14:20,87:51:16,129:135:12,89:301:18,27:314:59,16:244:131,31:98:88,28:20:25,11.678784328060386,0.28125,0.44707,0.44145,0.2516,0.25664,0.30793,0.31863,0.28125,0:22:0,9:71:13,38:171:99,19:334:64,28:349:54,83:264:59,155:110:63,28:22:28,8.51578240435008,10,8
275,0.28125,0.28172,0.26141,0.18113,0.22672,0.37758,0.3541,0.28125,16:14:20,86:49:13,137:144:11,90:290:17,32:299:51,18:247:131,29:99:79,28:18:21,11.371474641022008,0.30496,0.43719,0.44641,0.23938,0.28336,0.31398,0.3232,0.28125,0:30:0,4:83:11,34:170:97,19:325:73,18:333:55,66:266:79,143:104:74,27:22:23,8.51578240435008,10,8
276,0.28125,0.26977,0.24172,0.1807,0.24414,0.3818,0.3916,0.28125,16:14:15,89:51:9,133:135:11,90:272:17,25:292:51,17:246:131,21:91:90,25:16:19,12.050784883409548,0.28125,0.44656,0.44738,0.24648,0.28633,0.33113,0.34711,0.28125,0:22:0,9:66:12,38:154:104,19:308:73,27:324:54,74:251:57,145:110:65,19:18:25,8.25943797987884,10,8
277,0.28125,0.2882,0.27,0.20363,0.22777,0.34543,0.28734,0.28125,16:19:22,95:59:9,145:144:11,90:301:16,32:318:47,18:250:126,37:98:81,27:16:21,11.985414119079715,0.305,0.47129,0.45227,0.24027,0.26805,0.31551,0.31316,0.28125,0:26:0,14:71:19,38:165:107,20:334:73,27:340:54,83:264:57,155:110:66,23:20:27,8.51578240435008,10,8
278,0.28125,0.27074,0.27074,0.19418,0.21707,0.36176,0.29125,0.28125,16:19:28,95:59:16,145:141:12,93:302:17,27:337:64,17:233:128,47:101:91,30:20:25,11.920738539922306,0.28125,0.4577,0.44129,0.23449,0.27031,0.31594,0.30781,0.28125,0:22:0,15:75:19,47:184:103,28:343:64,27:357:54,85:283:61,163:109:60,27:22:22,8.172764877554496,10,8
279,0.28125,0.27934,0.2734,0.18582,0.22402,0.36004,0.28641,0.2809,14:16:20,78:59:16,145:141:12,93:302:17,25:323:53,18:260:131,43:107:83,30:23:23,11.985414119079715,0.30648,0.49875,0.44355,0.24316,0.27773,0.32426,0.30895,0.28125,0:26:0,9:71:12,46:177:100,20:369:56,27:373:36,96:288:41,164:116:62,25:22:28,8.215874415103121,10,8
280,0.28125,0.25312,0.27078,0.20633,0.21625,0.37387,0.31738,0.28125,16:16:27,86:60:21,137:161:12,90:344:18,27:358:59,18:279:136,58:119:90,31:18:22,11.920738539922306,0.31145,0.48484,0.50871,0.24672,0.28395,0.3459,0.33914,0.28801,0:30:0,9:81:13,42:203:113,20:399:74,27:402:54,97:315:61,168:134:65,20:22:32,8.172764877554496,10,8
