sno,re_1,re_2,re_3,re_4,re_5,re_6,re_7,re_8,ar_re_1,ar_re_2,ar_re_3,ar_re_4,ar_re_5,ar_re_6,ar_re_7,ar_re_8,rea,le_1,le_2,le_3,le_4,le_5,le_6,le_7,le_8,ar_le_1,ar_le_2,ar_le_3,ar_le_4,ar_le_5,ar_le_6,ar_le_7,ar_le_8,lea,x,y
281,0.28125,0.24738,0.24898,0.19191,0.24367,0.3818,0.34879,0.28125,13:16:23,92:63:16,137:151:12,90:318:17,27:355:64,18:266:131,44:104:89,37:22:23,11.985414119079715,0.31219,0.48695,0.49902,0.25555,0.2677,0.33336,0.34031,0.28125,0:26:0,15:86:17,42:197:101,19:380:77,27:373:54,96:290:61,172:113:60,20:17:22,8.51578240435008,10,8
282,0.28125,0.28082,0.27379,0.18262,0.19945,0.35918,0.29434,0.28125,20:21:24,80:54:14,129:143:12,93:319:18,25:323:51,17:277:131,41:113:84,30:18:21,11.249044314674295,0.32684,0.46602,0.46742,0.23637,0.25348,0.3102,0.29832,0.28125,0:30:0,9:88:12,42:191:100,19:351:64,19:376:54,77:298:61,163:116:65,28:22:28,8.723380641682947,10,8
283,0.28125,0.27227,0.2607,0.19652,0.20617,0.36848,0.29391,0.28125,13:16:23,84:63:16,135:143:12,90:313:18,27:327:59,17:266:136,37:106:91,27:20:28,11.678784328060386,0.29715,0.44,0.46895,0.23719,0.25016,0.32254,0.31809,0.28125,0:30:0,14:88:19,42:191:103,19:351:64,28:367:37,96:298:44,156:116:57,20:17:22,8.51578240435008,10,8
284,0.2825,0.26816,0.25969,0.20793,0.20781,0.36867,0.30215,0.28125,16:19:28,86:54:14,137:159:13,93:327:17,27:355:64,18:266:136,43:112:87,30:23:23,11.61567012446617,0.33387,0.46668,0.48281,0.24918,0.26883,0.32777,0.33539,0.28125,0:30:0,14:83:27,42:191:121,20:369:73,27:373:54,86:299:61,159:124:65,20:19:20,8.47114463301479,10,8
285,0.28125,0.27496,0.26055,0.19336,0.20785,0.38512,0.30652,0.28125,16:14:20,91:51:16,137:141:12,90:313:18,27:335:51,18:260:131,43:101:91,30:20:25,11.920738539922306,0.31262,0.47215,0.48352,0.23637,0.27156,0.32836,0.3291,0.28125,0:30:0,9:83:19,42:177:100,20:363:77,27:357:54,85:281:57,163:116:65,27:22:28,8.172764877554496,10,8
286,0.28125,0.26055,0.27633,0.1902,0.2043,0.3677,0.31293,0.28125,19:18:24,86:60:21,128:154:12,90:329:18,27:344:60,18:277:140,46:109:93,37:22:28,11.985414119079715,0.29234,0.48965,0.48449,0.25754,0.27789,0.3393,0.33453,0.28125,0:25:0,22:79:27,51:182:105,30:379:56,27:374:37,96:290:61,172:113:60,20:17:22,8.215874415103121,10,8
287,0.28125,0.25762,0.25598,0.18902,0.20984,0.37848,0.29285,0.28125,17:16:24,100:58:13,145:152:11,93:302:17,27:343:53,17:253:126,47:99:92,30:16:19,12.291348762866619,0.30508,0.46402,0.45164,0.23402,0.28367,0.3366,0.32133,0.2825,0:30:0,9:77:13,42:191:100,19:359:55,28:384:36,96:298:44,163:121:51,27:25:30,8.215874415103121,10,8
288,0.28125,0.28605,0.2682,0.18875,0.19988,0.35902,0.30988,0.28125,19:18:20,85:53:16,125:141:12,72:313:18,18:323:51,17:260:131,31:107:83,28:23:23,12.225122675735724,0.30898,0.47039,0.48691,0.24816,0.26234,0.32383,0.31605,0.28125,0:30:0,9:77:13,42:185:90,19:353:58,27:346:34,88:299:44,162:116:51,28:22:26,8.172764877554496,10,8
289,0.28125,0.25566,0.24082,0.19,0.21953,0.37809,0.33086,0.28125,16:14:20,91:51:16,125:141:12,72:313:18,18:323:51,16:253:126,31:99:92,28:16:19,11.985414119079715,0.30312,0.46852,0.46922,0.23602,0.26414,0.31984,0.3277,0.28125,0:30:0,9:77:13,42:185:89,19:342:55,27:357:36,85:283:44,162:113:47,20:17:21,8.215874415103121,10,8
290,0.28125,0.26906,0.26113,0.18617,0.20809,0.35934,0.30605,0.28125,15:16:23,83:57:16,135:143:12,90:313:18,27:327:59,17:266:136,37:106:91,27:20:28,11.985414119079715,0.30906,0.45738,0.4959,0.24512,0.25316,0.3218,0.31398,0.28125,0:26:0,9:74:19,42:170:110,19:353:77,28:367:54,83:281:57,153:121:66,27:25:27,8.51578240435008,10,8
291,0.28125,0.27199,0.26734,0.18688,0.23852,0.38391,0.38621,0.28125,15:16:23,86:57:16,127:151:12,77:317:18,27:327:59,17:266:136,31:112:87,28:23:23,11.985414119079715,0.30207,0.46031,0.47969,0.24828,0.25074,0.31711,0.33145,0.28125,0:30:0,14:88:19,42:191:96,19:371:63,27:368:37,96:298:44,164:121:51,25:25:26,8.215874415103121,10,8
292,0.28125,0.2707,0.25676,0.18496,0.22824,0.35797,0.32395,0.28125,15:16:23,86:57:16,129:143:12,89:313:18,27:327:59,17:266:136,37:106:91,28:20:28,11.985414119079715,0.31016,0.47316,0.47977,0.24098,0.26898,0.32316,0.33738,0.28125,0:30:0,14:83:25,42:186:110,19:342:73,28:367:54,83:281:57,146:121:65,20:19:25,8.215874415103121,10,8
293,0.28125,0.26855,0.26715,0.19199,0.21547,0.36961,0.29539,0.28125,16:14:20,82:51:16,134:135:12,90:301:18,27:320:51,16:253:131,31:99:90,28:16:19,12.225122675735724,0.28781,0.46219,0.47039,0.23938,0.26297,0.30137,0.31094,0.28125,0:25:0,8:79:12,34:178:103,19:325:73,18:349:54,77:274:61,155:104:60,27:22:22,7.873938131725602,10,8
294,0.28125,0.26562,0.26227,0.18965,0.24953,0.37805,0.35328,0.28125,19:18:20,85:53:16,137:141:12,90:313:18,27:327:59,16:258:131,31:109:84,28:18:21,11.920738539922306,0.29867,0.45062,0.43574,0.23062,0.26512,0.31297,0.30281,0.28125,0:26:0,9:69:12,42:179:114,19:342:73,27:357:54,85:281:57,163:122:65,27:22:22,8.172764877554496,10,8
295,0.28125,0.27258,0.26242,0.17426,0.25754,0.3666,0.34359,0.28125,20:21:23,95:55:15,133:139:12,75:310:18,17:306:59,17:251:136,28:101:87,25:20:23,11.985414119079715,0.28125,0.45164,0.4841,0.23543,0.25035,0.31773,0.29707,0.28125,0:25:0,12:79:17,34:178:108,19:325:73,27:340:54,85:264:57,155:110:65,27:22:28,8.51578240435008,10,8
296,0.28125,0.27945,0.25621,0.18031,0.24164,0.37391,0.30719,0.28125,20:21:24,96:59:16,137:141:12,90:302:17,27:324:60,16:256:135,37:106:91,27:20:28,11.985414119079715,0.31043,0.44395,0.45988,0.24453,0.24746,0.29988,0.28836,0.28125,0:30:0,14:88:19,42:185:107,19:342:73,27:357:54,96:272:57,165:110:65,27:22:28,8.51578240435008,10,8
297,0.28125,0.26102,0.24715,0.18754,0.24062,0.36043,0.3125,0.28125,15:16:23,86:57:16,128:143:12,90:302:17,27:337:64,17:266:131,39:99:93,34:20:28,11.678784328060386,0.31055,0.45578,0.45742,0.24473,0.25156,0.31312,0.29992,0.28125,0:30:0,14:88:19,42:191:96,19:371:67,27:357:54,96:280:48,164:116:62,25:22:28,8.51578240435008,10,8
298,0.27918,0.24824,0.25512,0.1825,0.23445,0.37344,0.32402,0.28125,17:19:22,92:58:8,134:149:11,72:310:18,17:312:53,17:260:131,31:101:91,28:20:25,12.291348762866619,0.29957,0.4502,0.45242,0.23559,0.24723,0.30027,0.28934,0.28125,0:26:0,14:69:21,42:179:102,19:342:55,28:367:36,83:290:44,154:116:47,20:17:21,7.873938131725602,10,8
299,0.28125,0.26297,0.2575,0.20605,0.23277,0.35836,0.30867,0.28125,15:16:23,86:57:16,129:143:12,89:302:17,27:337:64,17:266:136,37:106:91,28:20:28,11.61567012446617,0.28125,0.48254,0.48484,0.2375,0.26043,0.32312,0.3248,0.28125,0:22:0,15:75:21,42:185:106,19:342:73,27:357:54,85:283:61,162:113:60,20:17:22,8.47114463301479,10,8
300,0.28125,0.27309,0.26742,0.19531,0.22055,0.36961,0.30191,0.28125,20:18:20,85:53:16,146:146:12,93:310:18,25:323:51,18:260:131,47:101:91,30:20:25,12.050784883409548,0.31129,0.46551,0.47719,0.25531,0.26402,0.32191,0.3227,0.28125,0:26:0,15:83:19,42:191:103,19:359:55,28:384:36,96:298:44,156:121:51,20:19:24,8.51578240435008,10,8
301,0.28125,0.25762,0.26457,0.1918,0.21863,0.37832,0.32648,0.28125,15:16:23,86:57:16,129:143:12,89:313:18,27:327:59,17:266:131,29:104:84,28:18:21,11.920738539922306,0.30453,0.47277,0.47324,0.24492,0.26484,0.31039,0.30488,0.28125,0:28:0,9:79:12,42:185:104,19:342:73,27:357:54,101:289:61,158:110:65,20:17:22,8.47114463301479,1,8
302,0.27387,0.2677,0.26828,0.18934,0.22113,0.36496,0.33523,0.28125,16:19:28,94:58:14,134:157:13,72:318:17,18:330:60,16:260:147,31:104:86,28:18:21,11.985414119079715,0.3,0.44328,0.47469,0.24027,0.25453,0.31559,0.30309,0.2825,0:30:0,14:88:19,42:191:103,19:359:55,27:373:36,96:290:44,166:121:47,20:19:24,8.51578240435008,1,8
303,0.28125,0.27543,0.26117,0.19121,0.21566,0.3448,0.28348,0.28227,16:14:20,91:51:16,134:146:12,75:310:18,17:312:51,17:260:131,31:107:90,28:23:23,11.61567012446617,0.31191,0.45707,0.4609,0.2359,0.25457,0.31062,0.3316,0.28125,0:26:0,15:83:19,42:191:88,19:351:46,27:357:36,85:283:44,162:113:47,20:17:21,8.51578240435008,1,8
304,0.28125,0.2559,0.24918,0.19137,0.25805,0.39961,0.37543,0.28125,15:16:23,85:53:16,137:141:12,90:313:18,34:317:60,17:241:137,31:104:81,28:18:21,11.985414119079715,0.28859,0.46258,0.47672,0.24555,0.27383,0.32223,0.32594,0.28434,0:26:0,9:69:13,42:179:113,19:342:74,27:357:54,85:283:61,156:121:65,20:19:25,8.215874415103121,1,8
305,0.28125,0.25957,0.26496,0.18961,0.22902,0.37992,0.35367,0.28125,16:14:24,91:53:21,125:151:12,72:329:18,18:332:59,17:266:136,31:112:87,28:23:23,11.61567012446617,0.29063,0.45812,0.48949,0.24574,0.27148,0.34051,0.33746,0.28125,0:25:0,14:79:21,42:191:102,19:359:56,27:373:36,96:290:44,168:116:57,20:17:22,8.47114463301479,1,8
306,0.28125,0.27152,0.2643,0.17207,0.22305,0.35996,0.32488,0.28125,17:16:23,84:57:16,139:151:12,90:310:18,25:315:59,17:266:136,37:106:91,27:20:28,11.61567012446617,0.3082,0.46875,0.47047,0.24652,0.2552,0.32184,0.32297,0.28125,0:30:0,14:88:13,42:206:100,19:380:55,27:385:36,96:298:44,163:121:51,27:25:26,8.47114463301479,1,8
307,0.28125,0.27988,0.26422,0.1843,0.2116,0.35949,0.27836,0.28125,16:14:20,89:51:16,133:135:12,90:301:18,27:314:59,16:244:136,31:99:90,25:16:21,12.291348762866619,0.28125,0.47957,0.46836,0.24551,0.24867,0.31184,0.30875,0.28203,0:22:0,9:71:12,42:173:104,19:325:73,27:340:54,85:266:61,155:104:60,22:20:25,8.215874415103121,1,8
308,0.28125,0.27461,0.26207,0.18637,0.24156,0.37375,0.32941,0.28125,16:16:23,91:57:16,125:151:12,77:317:18,27:327:59,17:260:139,29:99:91,34:22:23,11.920738539922306,0.29598,0.44266,0.45793,0.23793,0.25441,0.3141,0.30484,0.28125,0:26:0,14:79:19,42:179:110,19:362:77,27:357:54,85:281:57,163:116:65,27:22:28,8.172764877554496,1,8
309,0.28125,0.26773,0.26406,0.18012,0.21699,0.36789,0.34801,0.2843,15:16:23,86:57:16,129:143:12,89:313:18,27:327:59,17:266:136,31:112:87,28:23:23,11.920738539922306,0.28734,0.44645,0.49609,0.25816,0.24191,0.30832,0.29969,0.28125,0:25:0,14:79:21,42:191:103,19:351:63,27:357:54,96:274:61,168:110:65,20:17:22,8.47114463301479,1,8
310,0.28125,0.25965,0.25957,0.18801,0.23547,0.36566,0.31289,0.28125,16:14:20,91:51:16,146:146:12,98:300:18,40:302:59,18:247:146,28:107:90,28:23:23,11.985414119079715,0.28688,0.44285,0.46238,0.24645,0.23594,0.30008,0.28109,0.28125,0:25:0,12:79:21,29:185:121,18:341:91,27:340:72,85:266:79,154:104:74,25:22:23,8.47114463301479,1,8
311,0.27836,0.26832,0.25676,0.18102,0.22992,0.3652,0.30039,0.28125,16:19:27,96:55:15,126:139:12,72:310:18,18:315:59,16:242:136,31:101:91,25:20:28,11.496563017585768,0.3052,0.45551,0.48707,0.2475,0.26094,0.31586,0.32281,0.28125,0:30:0,9:77:13,42:185:90,20:363:54,27:368:36,85:290:44,163:116:51,22:20:30,8.909000011941657,1,8
312,0.27734,0.25363,0.25609,0.18355,0.21105,0.36066,0.30402,0.28125,16:19:27,95:55:15,134:139:12,72:310:18,18:315:59,16:242:136,28:101:91,25:20:28,11.433681265426657,0.31172,0.47824,0.49418,0.24406,0.25672,0.2998,0.33344,0.28125,0:30:0,9:77:13,47:178:90,30:355:54,27:368:36,96:281:44,166:110:51,27:22:26,8.861864406397533,1,8
313,0.28125,0.28223,0.27637,0.20562,0.18648,0.24754,0.25969,0.28125,16:14:20,86:48:17,126:134:12,77:277:17,27:301:53,17:243:132,26:92:90,25:20:23,11.309932474020195,0.30949,0.40125,0.34094,0.22008,0.36531,0.33547,0.30246,0.28125,0:26:0,9:79:12,42:179:86,19:334:45,28:350:36,83:273:44,146:110:51,20:17:21,9.066502739816135,1,8
314,0.27883,0.31441,0.28324,0.22535,0.16797,0.2234,0.25227,0.28047,15:16:22,84:53:9,139:145:11,93:282:18,27:303:51,16:240:131,31:95:83,31:20:23,11.61567012446617,0.28891,0.4193,0.34406,0.2302,0.38789,0.33191,0.31879,0.28125,0:25:0,14:85:27,47:178:77,30:336:45,27:340:36,86:264:42,152:110:51,25:22:26,9.066502739816135,1,8
315,0.28125,0.28445,0.29238,0.23086,0.17762,0.23504,0.24887,0.27734,15:14:20,86:51:16,127:149:13,83:315:18,25:305:59,17:253:136,31:99:91,31:20:28,11.793429684910492,0.29387,0.43684,0.3343,0.24379,0.39887,0.33684,0.31465,0.28125,0:26:0,14:66:30,42:173:107,20:334:73,18:349:54,77:274:61,154:104:60,25:22:22,8.383248480929382,1,8
316,0.28125,0.27578,0.28941,0.22953,0.15914,0.21223,0.27867,0.28125,20:20:22,94:53:9,125:144:11,77:287:18,27:303:51,17:246:126,26:90:87,25:16:22,11.856747277395247,0.31688,0.40223,0.32785,0.24844,0.42152,0.32816,0.34148,0.28125,0:26:0,9:74:19,42:165:86,20:345:58,18:349:36,77:272:41,155:110:51,28:22:26,8.426969021480678,1,8
317,0.28125,0.31871,0.29535,0.23488,0.18844,0.22184,0.27223,0.27344,17:16:24,92:56:16,134:141:12,72:313:18,18:323:51,16:253:131,31:99:90,28:16:19,11.856747277395247,0.28125,0.41543,0.32344,0.2525,0.41242,0.32242,0.31777,0.28125,0:22:0,15:71:21,51:186:87,19:351:45,27:357:36,86:283:44,159:113:47,20:17:21,8.130102354156005,1,8
318,0.28125,0.31117,0.28801,0.24598,0.18465,0.21668,0.26637,0.28125,16:16:24,94:58:13,135:146:11,90:301:18,27:320:51,17:260:131,31:107:83,28:23:23,11.856747277395247,0.3125,0.43816,0.34422,0.2484,0.41383,0.32062,0.30984,0.28125,0:30:0,14:83:25,42:186:94,20:352:55,27:341:37,85:266:61,156:110:65,20:17:22,8.426969021480678,1,8
319,0.28125,0.3123,0.29645,0.24324,0.17977,0.20227,0.27426,0.27344,17:16:24,92:56:16,134:141:12,77:303:18,27:320:51,17:260:131,31:101:91,28:20:25,11.856747277395247,0.31672,0.4409,0.30797,0.24316,0.42414,0.32949,0.32547,0.28125,0:26:0,14:69:21,42:185:107,20:344:64,18:349:54,77:272:59,154:116:65,25:22:22,8.426969021480678,1,8
320,0.2825,0.29457,0.27051,0.2518,0.19094,0.23367,0.27566,0.28125,17:19:28,92:63:16,134:143:12,90:313:18,27:327:59,16:258:136,37:103:90,27:16:21,12.225122675735724,0.29,0.42258,0.31137,0.25273,0.43562,0.34906,0.36805,0.28453,0:25:0,14:79:19,42:185:106,19:342:73,27:357:54,85:283:61,156:121:60,20:19:25,7.873938131725602,1,8
321,0.28125,0.28156,0.28367,0.22508,0.17637,0.23281,0.26949,0.28125,15:16:23,85:53:16,134:146:12,75:300:17,17:317:64,17:251:131,29:94:85,25:16:22,11.678784328060386,0.31066,0.41996,0.32336,0.2552,0.42504,0.35801,0.33547,0.28125,0:30:0,9:88:12,42:185:84,19:362:58,27:357:36,85:281:41,155:121:51,27:25:26,8.81522102322318,1,8
322,0.28125,0.29574,0.30238,0.24281,0.16898,0.21508,0.26289,0.28125,17:16:24,92:56:16,134:135:12,90:294:27,25:294:68,17:249:137,28:92:78,25:20:23,11.985414119079715,0.28816,0.3909,0.28902,0.2507,0.40137,0.31711,0.31344,0.28125,0:26:0,14:74:25,42:173:110,19:317:81,27:324:72,74:251:74,145:110:79,20:17:22,8.51578240435008,1,8
323,0.2825,0.29953,0.29887,0.24598,0.17457,0.20566,0.26773,0.28047,15:19:22,85:50:8,125:144:11,72:312:17,18:317:43,17:246:131,28:97:94,25:20:28,11.856747277395247,0.28125,0.40406,0.30086,0.25375,0.41914,0.32516,0.31883,0.28125,0:22:0,9:66:21,42:179:87,19:334:46,28:349:36,85:266:44,155:104:47,27:22:21,8.130102354156005,1,8
324,0.28125,0.29656,0.29566,0.24625,0.16629,0.21254,0.26973,0.28086,16:16:24,85:48:16,146:140:12,93:290:17,32:304:64,18:240:131,31:98:88,28:20:25,11.920738539922306,0.28125,0.43402,0.31594,0.24402,0.40633,0.31438,0.30855,0.28125,0:22:0,14:71:21,43:164:103,28:337:67,28:339:51,85:266:61,154:104:60,25:22:22,8.47114463301479,1,8
325,0.28125,0.30602,0.30551,0.23273,0.17367,0.22066,0.2609,0.28125,10:12:23,88:56:16,128:135:12,90:301:18,27:326:64,17:253:131,31:99:92,25:16:21,11.249044314674295,0.3098,0.4477,0.36102,0.23957,0.39406,0.32066,0.30355,0.28125,0:26:0,9:74:21,42:173:107,19:324:72,19:343:55,66:266:79,143:104:74,25:22:23,9.066502739816135,1,8
326,0.28125,0.29047,0.28719,0.24445,0.19422,0.22031,0.25078,0.27754,16:16:24,94:58:13,136:146:11,89:301:18,27:320:51,17:260:131,31:101:91,28:20:25,11.985414119079715,0.31715,0.44445,0.33152,0.25527,0.41801,0.34609,0.34191,0.28125,0:26:0,15:79:27,42:186:93,20:352:55,27:357:36,85:283:44,154:110:57,25:22:22,8.51578240435008,1,8
327,0.28289,0.30852,0.29336,0.24602,0.17086,0.21117,0.2816,0.28125,15:19:27,86:54:15,129:143:12,89:313:18,27:327:59,17:266:136,37:106:91,28:20:28,12.291348762866619,0.28125,0.43559,0.33191,0.25156,0.41891,0.33996,0.35969,0.28125,0:22:0,15:75:21,42:191:102,19:359:56,27:373:36,96:290:44,166:121:51,20:19:24,7.915512423026597,1,8
328,0.28125,0.29859,0.29469,0.23516,0.17027,0.22941,0.25641,0.26562,17:16:24,100:52:15,133:147:13,80:292:17,27:327:53,16:253:126,31:99:85,28:16:20,11.920738539922306,0.29031,0.42934,0.33168,0.24039,0.41699,0.32391,0.33934,0.28125,0:25:0,14:79:21,38:177:91,20:352:55,27:357:36,85:283:44,156:121:51,20:19:24,8.51578240435008,1,8
329,0.28125,0.28492,0.29762,0.22652,0.17176,0.22621,0.26605,0.28125,15:16:18,85:53:9,146:147:11,93:296:18,32:299:51,18:247:131,28:107:83,28:23:23,11.678784328060386,0.30145,0.43223,0.32023,0.25152,0.40879,0.34035,0.35766,0.2825,0:30:0,14:88:13,43:176:90,30:355:54,27:368:36,83:290:44,153:121:51,27:25:26,8.51578240435008,1,8
330,0.28125,0.31168,0.28566,0.22297,0.17754,0.23145,0.26676,0.27441,17:16:24,100:56:16,135:135:12,89:301:18,27:320:51,16:253:131,31:99:90,28:16:19,12.225122675735724,0.28125,0.42621,0.31246,0.24777,0.42621,0.35422,0.33055,0.28125,0:22:0,14:71:21,42:179:102,19:334:64,27:340:54,85:266:61,157:110:60,20:17:22,7.873938131725602,1,8
331,0.28125,0.27441,0.27977,0.22445,0.18461,0.25621,0.28051,0.28125,15:16:18,86:57:9,128:146:11,90:301:18,27:320:51,17:260:131,28:107:83,28:23:23,11.678784328060386,0.30312,0.43008,0.3191,0.24336,0.40605,0.34137,0.34633,0.28125,0:30:0,14:88:19,42:191:81,19:371:48,27:357:36,85:281:41,163:116:51,27:22:26,8.51578240435008,1,8
332,0.28125,0.27082,0.26977,0.22906,0.17648,0.23613,0.27566,0.28125,16:16:18,94:61:9,134:142:11,93:296:18,25:308:51,17:260:131,28:101:91,28:20:25,12.225122675735724,0.31641,0.42648,0.31547,0.24855,0.42051,0.3277,0.35457,0.28125,0:26:0,20:79:21,38:176:102,19:342:55,27:357:36,85:283:44,162:113:47,19:18:24,7.873938131725602,1,8
333,0.28125,0.2952,0.28703,0.22914,0.18047,0.22785,0.26691,0.28125,17:16:24,92:56:17,134:141:12,80:303:18,27:320:51,16:253:131,31:104:83,34:22:23,11.920738539922306,0.28844,0.42023,0.32359,0.23312,0.3925,0.3316,0.32887,0.28453,0:25:0,20:79:30,42:185:92,19:342:54,27:357:36,85:283:44,156:121:47,20:19:24,8.172764877554496,1,8
334,0.28125,0.29797,0.28367,0.24406,0.1866,0.23055,0.27688,0.28125,15:16:23,86:57:16,128:143:12,90:313:18,27:327:60,17:260:143,31:107:83,28:23:23,11.985414119079715,0.30184,0.42918,0.32773,0.24078,0.40633,0.34289,0.31562,0.28125,0:30:0,14:77:21,42:185:106,19:342:73,28:367:54,85:290:61,147:116:76,20:17:22,8.51578240435008,1,8
335,0.28125,0.27719,0.28969,0.22867,0.16895,0.22652,0.2866,0.28125,17:16:24,100:52:15,133:147:13,77:292:17,27:323:64,17:251:131,26:94:89,31:20:23,11.985414119079715,0.28125,0.45219,0.31012,0.23766,0.39996,0.34043,0.33285,0.28125,0:22:0,23:71:27,56:173:93,28:334:55,27:357:36,85:281:41,154:121:51,25:25:26,8.51578240435008,1,8
336,0.28125,0.31605,0.30594,0.23336,0.17117,0.22152,0.26055,0.27797,15:16:24,86:53:17,139:145:12,93:301:18,27:314:59,16:244:136,31:99:91,34:19:25,11.985414119079715,0.28125,0.42793,0.34582,0.25168,0.38703,0.31344,0.3075,0.28125,0:22:0,20:71:30,42:173:108,19:335:77,28:349:54,83:264:57,146:110:65,20:17:22,8.51578240435008,1,8
337,0.28125,0.3309,0.29602,0.245,0.1825,0.20809,0.2577,0.28125,16:14:20,91:51:16,127:135:12,92:306:18,25:302:59,17:251:136,28:101:91,25:20:28,11.920738539922306,0.31363,0.43453,0.32438,0.24719,0.405,0.31559,0.30004,0.28125,0:28:0,14:79:19,47:178:91,28:326:63,27:340:54,85:266:61,156:110:60,20:17:22,8.51578240435008,1,8
338,0.28125,0.29094,0.28316,0.23234,0.17953,0.23227,0.28066,0.28125,16:16:24,101:52:15,145:147:13,93:302:17,27:337:64,16:258:131,31:109:88,28:18:17,11.985414119079715,0.29219,0.42668,0.32477,0.25047,0.39375,0.32133,0.32777,0.28125,0:25:0,14:79:19,42:185:107,19:342:73,28:367:54,85:290:61,155:116:60,20:17:22,8.51578240435008,1,8
339,0.28125,0.31336,0.30789,0.25086,0.18934,0.22066,0.27664,0.28125,15:16:24,81:45:15,150:139:13,112:277:27,41:279:68,18:236:143,31:95:82,25:16:17,11.985414119079715,0.28125,0.42844,0.33129,0.24301,0.39156,0.3068,0.31844,0.28125,0:22:0,14:71:21,42:179:112,20:326:81,27:324:72,83:248:74,139:104:74,20:17:23,8.51578240435008,1,8
340,0.28125,0.30859,0.29055,0.25305,0.1741,0.22184,0.27035,0.27668,16:14:20,89:51:16,146:141:12,90:313:18,27:327:60,17:260:143,31:107:83,28:23:23,12.291348762866619,0.31039,0.41656,0.32,0.25078,0.41141,0.33238,0.32051,0.28125,0:26:0,9:74:19,42:170:110,20:354:86,18:349:72,77:272:74,155:116:80,27:22:23,8.215874415103121,1,8
341,0.27883,0.29973,0.27824,0.24094,0.18844,0.23309,0.26438,0.27961,15:16:22,100:56:9,133:135:11,90:282:18,27:296:59,17:236:136,21:91:91,30:19:25,11.985414119079715,0.28125,0.4357,0.34516,0.25137,0.39523,0.33137,0.33434,0.28125,0:24:0,20:68:29,42:167:104,19:327:67,27:314:51,74:259:61,145:110:60,20:17:22,8.81522102322318,1,8
342,0.27539,0.29406,0.28973,0.24203,0.18293,0.22809,0.2741,0.27977,14:16:22,86:54:15,150:133:12,111:282:18,41:288:59,18:240:131,31:99:85,28:16:20,11.742578465039564,0.31504,0.41629,0.32797,0.24156,0.42043,0.31285,0.31008,0.28125,0:26:0,14:79:19,42:173:107,19:317:81,27:324:72,86:250:79,152:88:74,20:17:29,8.861864406397533,1,8
343,0.28125,0.30977,0.28117,0.23477,0.19215,0.2127,0.27102,0.27344,17:16:24,93:53:16,145:134:12,98:287:18,43:296:59,17:231:136,31:99:90,28:16:19,11.985414119079715,0.26668,0.40664,0.30781,0.23508,0.40812,0.32605,0.32609,0.28125,0:22:0,14:63:21,42:161:122,19:318:96,27:314:68,74:259:79,143:104:73,25:22:23,8.51578240435008,1,8
344,0.28125,0.30375,0.28879,0.23793,0.17801,0.21898,0.26727,0.26293,16:14:15,91:51:9,127:135:11,89:282:18,27:303:51,17:246:131,21:91:90,25:16:19,11.920738539922306,0.31941,0.40582,0.32426,0.23367,0.39918,0.32398,0.30828,0.28125,0:26:0,12:79:19,34:172:103,19:317:64,18:332:54,66:264:57,134:110:65,20:17:22,8.172764877554496,1,8
345,0.28125,0.31445,0.28926,0.23273,0.18719,0.22168,0.26164,0.28125,16:16:23,87:48:15,139:141:12,90:289:27,25:292:67,17:251:136,28:101:91,25:20:28,11.61567012446617,0.28125,0.42418,0.30281,0.23719,0.3959,0.3207,0.32383,0.28125,0:22:0,14:76:27,47:166:109,28:310:81,27:324:72,85:242:74,146:102:74,20:17:23,8.769062253147597,1,8
346,0.28125,0.3027,0.29512,0.22488,0.18316,0.23215,0.27125,0.28027,15:16:18,85:53:9,146:147:11,93:296:18,27:317:53,16:250:131,31:104:90,28:16:20,11.678784328060386,0.28125,0.44367,0.32293,0.24895,0.40562,0.33574,0.30586,0.28125,0:22:0,9:71:13,42:173:104,20:345:77,18:349:54,66:281:59,143:122:74,25:22:23,8.81522102322318,1,8
347,0.28125,0.28199,0.28402,0.22359,0.16398,0.20492,0.26461,0.27664,16:16:18,86:48:9,146:140:11,98:270:18,40:273:59,18:226:131,28:89:88,25:17:25,11.856747277395247,0.28125,0.45,0.33109,0.24656,0.40973,0.30914,0.28035,0.28125,0:26:0,19:66:30,42:161:108,19:309:85,27:297:68,74:242:79,135:88:68,19:16:22,8.426969021480678,1,8
348,0.28125,0.30094,0.28766,0.2307,0.18023,0.22727,0.26301,0.28027,16:14:20,87:53:13,139:152:11,90:296:18,27:317:51,16:250:131,31:104:90,28:16:20,11.920738539922306,0.29094,0.44555,0.32113,0.25426,0.4234,0.34719,0.3441,0.28125,0:25:0,14:79:19,42:185:91,19:342:55,27:357:36,85:283:44,157:116:57,20:17:22,8.47114463301479,1,8
349,0.28125,0.30156,0.29027,0.23273,0.16723,0.20668,0.25949,0.27688,16:16:24,86:54:14,139:156:11,93:301:18,27:320:51,16:253:131,31:99:90,28:16:19,11.856747277395247,0.28125,0.44078,0.34023,0.25539,0.41223,0.31953,0.34027,0.28125,0:22:0,9:76:19,42:170:96,19:344:67,28:349:54,85:264:57,154:110:65,27:22:28,8.130102354156005,1,8
